date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,RMRV@KAU.Q,VEXP@KAU.Q
2007-01-01,319.5075885303983,269.75544743759826,157.859904148736,113.0228906832397,8.355118853751819,41.39702223904823,6.137371075221858,1960.9366321603536,201.98803497471508,73.52621164200563,149.2217489992311,330.90165357308615
2007-04-01,327.5039600576856,278.03816371037635,158.25432228885194,119.83602264171293,8.833306940109935,40.632489407199294,6.290663226132808,2060.217117947751,206.75959523586494,75.01483748046343,155.00096348969853,337.418174606173
2007-07-01,332.12653293500443,281.6489562444075,160.57230608692376,119.20015394999926,9.052751835344015,41.42482485525293,6.216237080200323,2064.5772693489484,210.0159648174233,77.19093251357383,161.75108057380245,343.66649740621654
2007-10-01,319.90687139339093,270.28208960761805,161.70744147548825,109.27161572504808,8.159890535170419,41.46489125060247,6.425015566531565,2055.406628542948,208.35973830533013,77.53468503062372,161.36954027060128,339.2024074631305
2008-01-01,295.4695137562421,249.64589071369645,150.65429151645992,100.67148505711482,7.382937418134997,38.440685624410655,6.704659570392482,1981.0225031650018,211.20740803789693,76.6451723198793,161.46728918909972,314.85350812183617
2008-04-01,262.2834833884323,220.23023935816872,129.56637427658345,91.49452745337652,6.79716594135339,35.256078088910165,7.02874983380155,1843.5249902753349,207.5283765699577,71.88179485654096,150.39697524799556,297.12189125845816
2008-07-01,236.38412933124022,197.4107232485688,116.54815888065161,80.37486720844197,6.07791865266798,32.89548743000347,7.219741082223448,1706.6322097183756,205.08351885545673,67.04424212631294,138.434122162708,271.15963359046543
2008-10-01,236.510873524085,199.5683676795657,118.60855132630503,78.93696528106669,5.908941971290104,31.033563873229213,7.361331028461111,1741.0348318412885,200.0873632033555,65.09545736393346,129.6782800668634,260.89605891684175
2009-01-01,228.74586095300603,195.54441298997895,119.93410768753087,75.28783595631788,5.654478477377342,27.546969485649754,7.306783419065754,1671.396463991345,192.53923471436747,58.9195823599332,114.73373006398235,254.06193950765575
2009-04-01,235.32949973299873,200.71215440186054,122.68204791958077,78.70308617091598,4.917402404873911,29.69994292626427,7.437264445195613,1750.2077212699019,186.24497776529913,57.483566410489686,106.78809050977638,249.1894547757325
2009-07-01,237.23950270614972,202.0394632045512,124.15203484166179,78.27473030909324,5.1657495378874785,30.034289963711018,7.305638638206547,1733.186077478954,185.7507932051591,55.78719117328789,104.05744520884154,243.79405272807935
2009-10-01,226.79727830474016,191.4119334036095,115.96376455122653,74.71035656367287,5.1545391504083575,30.230805750722308,7.392171122120375,1676.5242912597982,190.37499431517412,56.57632672295593,106.63740088406637,252.0711671652473
2010-01-01,228.9737105618789,189.73994871956955,114.75802300249782,74.20571655654363,5.045166131898695,34.188595710410624,7.340856168087002,1680.8630755079366,181.78580470518213,57.170856943072316,104.39540394303442,253.4413939550277
2010-04-01,239.34540711031747,199.3809347245868,121.59025308709869,78.22029647187432,5.475008627313769,34.48946375841691,7.357349139252182,1760.9477249870574,184.42447409745571,58.969462392104454,108.32893333306117,272.97521648312346
2010-07-01,247.5367596011795,205.19955624251418,124.75818179642111,80.66111175365359,5.427997610871849,36.90920574779349,7.497622489187082,1855.9371756862997,186.60158067228426,60.62490698633112,112.68964054735413,298.79688357099167
2010-10-01,248.86796191939555,205.05438758373322,124.59311283736983,80.58813176494498,5.4074929997761565,38.406081335886135,7.381234581788659,1836.9528068187055,192.5848071917445,60.46810701182536,115.73602217655021,299.0393321534447
2011-01-01,249.30329938309603,205.22592018964835,125.37260578402778,80.08209164792208,5.746858682829856,38.33052051061782,7.514772746715407,1873.4576398703218,197.5338746342412,61.37614158289106,121.50143786098853,299.46046979915553
2011-04-01,246.94450778562253,204.62635508838014,126.74003340937165,77.18291530712963,5.305614181775443,37.01253851546692,7.545237846608908,1863.255046156287,202.99446526612772,61.92720773503934,125.53178967297147,284.9034407550085
2011-07-01,253.55220608759143,211.69193892877965,131.9153956404071,80.22902750117608,6.300868127309019,35.559399031502764,7.4896668838444835,1899.0215612599452,203.0951656761546,64.94548082743437,131.7321340987596,291.4327032245401
2011-10-01,261.6995306930797,216.40064327128508,133.8209273889746,82.60186079908411,6.217655378273745,39.08123204352084,7.571795744018289,1981.5353927134443,209.13982775680984,67.38450318796856,140.8346383672804,299.00733229009427
2012-01-01,265.7082268771482,217.3671484903122,135.25700345321192,83.70352608212531,6.482749800743369,41.85832858609265,7.643211753591346,2030.8642426933352,207.46242127555777,68.2598104455728,141.05275397730176,311.4132382651974
2012-04-01,265.5758604587809,218.87723449181559,133.32424671529014,84.20970269309437,6.816690073347393,39.881935893617914,7.5302372645180515,1999.8492409831579,210.82541438974474,68.35187681917763,144.10315877213242,312.22894217144005
2012-07-01,271.4847996135873,223.39026331147193,138.31053177629485,84.77258420030586,7.110118902434669,40.9844173996807,7.458898843172055,2024.9776577765836,213.07342689802468,68.90184551510917,146.50522217889417,326.4021907129481
2012-10-01,281.9120904531138,232.34312144429407,146.33045030495327,86.06972251261813,7.4975859109406136,42.07138309787912,7.501620954848456,2114.797645168212,213.74540410333933,69.75313388680702,149.91219840500492,340.25324473523705
2013-01-01,279.66113585594616,230.1594212314239,144.93248237237856,84.88427411596442,7.725838770638925,41.77587585388333,7.487191178823661,2093.8763894404456,225.16676847588255,69.53298959714301,154.89212631608902,340.0879223941942
2013-04-01,282.7459607475245,231.8952790907586,146.4299297983194,85.47142197119824,7.551732213217546,43.298949443548324,7.561601291138566,2138.012221852696,226.88723859765295,69.35205408710476,158.30904713928874,346.3686207494309
2013-07-01,278.62830124926313,225.62372138095913,139.405221447882,86.9603779046137,7.155486024830342,45.84909384347367,7.710142127710835,2148.263803434449,231.97190629535064,68.89446508368424,160.09210697393868,351.6433981752905
2013-10-01,273.31884793860496,221.84584794064813,138.0685868550508,83.37197517838253,6.997108338076275,44.47589165988056,7.744634722268435,2116.7546399957264,228.997419964447,69.18715789873461,159.1400529040169,352.4581222157112
2014-01-01,274.84490795846824,223.20222571994194,139.40469339815058,84.62893032097814,6.159174754683989,45.4835074838423,7.7591974881712575,2132.575919468007,230.8262793135976,69.8488567517213,160.48669528988535,364.8063391850326
2014-04-01,274.348071614554,223.1380382618033,137.86068690613126,84.84073939506182,5.782384376732259,45.42764897601842,7.757114379512676,2128.14937131283,229.22763718355122,69.74534331917852,159.64099108651595,366.3491579474006
2014-07-01,281.3604584003821,230.0043211553225,144.00192124408375,85.81427507048048,6.040517417847757,45.31561982721178,7.642227454770218,2150.2206198741337,236.49890995417823,69.97022608341553,165.6870445341536,362.1135682043481
2014-10-01,283.05130504513863,230.88044013572312,144.25569037204934,86.41808856585554,5.863335958234279,46.30752895118124,7.700087668564368,2179.5198635491233,242.2605068820061,70.93557384568466,172.41193575611172,372.9802614915742
2015-01-01,293.5451434749003,232.57456725701007,150.72324247371597,83.57793678482227,6.323733826030037,54.64684239186019,7.574076714246326,2223.3334357733393,240.190336344809,70.85201868279624,169.58578652900758,396.2924475501526
